Player,Opponent,DVP_Rating,Avg_Points,Games_Played,Consistency,Position
Jake Stringer,SYD,2.2,59.0,2,0.36,Forward
Jake Stringer,WBD,1.8,40.0,2,0.8,Forward
Jake Stringer,WCE,2.2,52.0,2,0.62,Forward
Jake Stringer,ESS,1.3,84.0,1,0.0,Forward
Jackson Merrett,MEL,2.1,66.0,2,0.0,Unknown
Mark Baguley,MEL,4.2,65.0,4,0.0,Unknown
Mark Baguley,BRL,2.3,47.7,3,0.0,Unknown
Mark Baguley,CAR,3.0,62.0,3,0.0,Unknown
Mark Baguley,FRE,1.8,55.5,2,0.0,Unknown
Mark Baguley,GCS,1.5,91.0,1,0.0,Unknown
Mark Baguley,GEE,2.4,74.0,2,0.0,Unknown
Mark Baguley,GWS,1.0,41.0,1,0.0,Unknown
Mark Baguley,HAW,2.2,68.5,2,0.0,Unknown
Mark Baguley,NTH,1.0,17.0,1,0.0,Unknown
Mark Baguley,PTA,1.0,63.0,1,0.0,Unknown
Mark Baguley,RIC,1.0,35.0,1,0.0,Unknown
Mark Baguley,STK,2.9,60.0,3,0.0,Unknown
Mark Baguley,WBD,1.6,50.0,2,0.0,Unknown
Anthony McDonald-Tipungwuti,MEL,6.2,64.8,6,0.0,Unknown
Anthony McDonald-Tipungwuti,ADE,4.3,53.4,5,0.0,Unknown
Anthony McDonald-Tipungwuti,BRL,6.1,64.0,6,0.0,Unknown
Anthony McDonald-Tipungwuti,CAR,5.6,69.8,5,0.0,Unknown
Anthony McDonald-Tipungwuti,COL,2.7,56.0,3,0.0,Unknown
Anthony McDonald-Tipungwuti,FRE,5.8,60.0,6,0.0,Unknown
Anthony McDonald-Tipungwuti,GCS,3.1,64.7,3,0.0,Unknown
Anthony McDonald-Tipungwuti,GEE,3.9,48.2,5,0.0,Unknown
Anthony McDonald-Tipungwuti,GWS,3.5,43.4,5,0.0,Unknown
Anthony McDonald-Tipungwuti,HAW,4.6,47.9,7,0.0,Unknown
Anthony McDonald-Tipungwuti,NTH,5.1,63.6,5,0.0,Unknown
Anthony McDonald-Tipungwuti,PTA,4.2,52.8,5,0.0,Unknown
Anthony McDonald-Tipungwuti,RIC,3.3,41.4,5,0.0,Unknown
Anthony McDonald-Tipungwuti,STK,6.0,74.8,5,0.0,Unknown
Anthony McDonald-Tipungwuti,SYD,1.9,39.3,3,0.0,Unknown
Anthony McDonald-Tipungwuti,WBD,2.9,45.5,4,0.0,Unknown
Anthony McDonald-Tipungwuti,WCE,3.7,46.4,5,0.0,Unknown
Matthew Leuenberger,MEL,2.0,62.5,2,0.0,Unknown
Matthew Leuenberger,ADE,1.2,76.0,1,0.0,Unknown
Matthew Leuenberger,PTA,1.0,48.0,1,0.0,Unknown
Aaron Francis,MEL,1.0,60.0,1,0.0,Forward
Aaron Francis,ADE,2.3,51.0,2,0.84,Forward
Aaron Francis,BRL,1.0,50.0,1,0.0,Forward
Aaron Francis,CAR,1.7,32.7,3,0.19,Forward
Aaron Francis,COL,1.0,34.0,1,0.0,Forward
Aaron Francis,FRE,3.6,74.5,2,0.99,Forward
Aaron Francis,GCS,2.8,60.5,2,0.85,Forward
Aaron Francis,GEE,1.9,41.0,2,0.95,Forward
Aaron Francis,GWS,3.3,40.3,4,0.56,Forward
Aaron Francis,HAW,2.3,47.7,3,0.0,Forward
Aaron Francis,NTH,1.0,41.0,1,0.0,Forward
Aaron Francis,PTA,2.3,43.7,3,0.19,Forward
Aaron Francis,RIC,2.3,51.5,2,0.83,Forward
Aaron Francis,STK,1.3,40.0,2,0.1,Forward
Aaron Francis,SYD,2.2,34.3,4,0.0,Forward
Aaron Francis,WBD,1.4,33.0,2,0.7,Forward
Aaron Francis,WCE,1.0,26.0,1,0.0,Forward
Aaron Francis,ESS,1.0,25.0,1,0.0,Forward
Ryan Crowley,MEL,1.0,60.0,1,0.0,Unknown
Ben Howlett,MEL,1.0,60.0,1,0.0,Unknown
Ben Howlett,ADE,1.0,56.0,1,0.0,Unknown
Ben Howlett,CAR,1.0,61.0,1,0.0,Unknown
Cale Hooker,MEL,2.7,56.7,3,0.0,Unknown
Cale Hooker,ADE,4.7,73.8,4,0.0,Unknown
Cale Hooker,BRL,5.5,85.3,4,0.0,Unknown
Cale Hooker,CAR,7.3,90.8,5,0.0,Unknown
Cale Hooker,COL,1.1,35.5,2,0.0,Unknown
Cale Hooker,FRE,4.0,63.0,4,0.0,Unknown
Cale Hooker,GCS,2.4,73.5,2,0.0,Unknown
Cale Hooker,GEE,3.6,57.0,4,0.0,Unknown
Cale Hooker,GWS,2.3,48.3,3,0.0,Unknown
Cale Hooker,HAW,6.6,68.8,6,0.0,Unknown
Cale Hooker,NTH,5.2,65.0,5,0.0,Unknown
Cale Hooker,PTA,3.0,63.0,3,0.0,Unknown
Cale Hooker,RIC,3.2,65.7,3,0.0,Unknown
Cale Hooker,STK,3.0,62.0,3,0.0,Unknown
Cale Hooker,SYD,1.9,58.5,2,0.0,Unknown
Cale Hooker,WBD,2.5,51.7,3,0.0,Unknown
Cale Hooker,WCE,3.6,56.5,4,0.0,Unknown
Ben McNiece,MEL,1.8,56.0,2,0.0,Unknown
Ben McNiece,CAR,1.8,55.0,2,0.0,Unknown
Ben McNiece,FRE,1.9,59.0,2,0.0,Unknown
Ben McNiece,GCS,1.0,23.5,2,0.0,Unknown
Ben McNiece,HAW,1.6,49.5,2,0.0,Unknown
Ben McNiece,RIC,1.0,15.0,1,0.0,Unknown
Ben McNiece,STK,1.0,44.0,1,0.0,Unknown
Ben McNiece,WBD,1.0,24.0,1,0.0,Unknown
Matt Guelfi,MEL,7.3,55.5,6,0.74,Forward
Matt Guelfi,ADE,5.0,56.8,5,0.22,Forward
Matt Guelfi,BRL,4.7,48.5,6,0.0,Forward
Matt Guelfi,CAR,7.9,65.6,7,0.49,Forward
Matt Guelfi,COL,7.3,68.4,5,0.68,Forward
Matt Guelfi,FRE,5.4,54.9,7,0.04,Forward
Matt Guelfi,GCS,5.4,56.3,8,0.0,Forward
Matt Guelfi,GEE,6.9,57.5,8,0.49,Forward
Matt Guelfi,GWS,4.9,48.1,7,0.1,Forward
Matt Guelfi,HAW,2.9,44.8,4,0.0,Forward
Matt Guelfi,NTH,8.2,67.1,8,0.54,Forward
Matt Guelfi,PTA,5.4,51.6,5,0.64,Forward
Matt Guelfi,RIC,6.1,44.6,8,0.85,Forward
Matt Guelfi,STK,4.4,48.8,5,0.26,Forward
Matt Guelfi,SYD,4.1,34.2,6,0.47,Forward
Matt Guelfi,WBD,5.7,56.4,5,0.52,Forward
Matt Guelfi,WCE,5.4,47.8,8,0.33,Forward
Nik Cox,MEL,1.7,53.5,2,0.0,Midfielder
Nik Cox,ADE,4.4,68.0,3,0.71,Midfielder
Nik Cox,BRL,1.8,57.5,2,0.0,Midfielder
Nik Cox,CAR,1.8,56.0,2,0.0,Midfielder
Nik Cox,COL,6.0,60.4,5,0.5,Midfielder
Nik Cox,FRE,2.6,41.0,3,0.68,Midfielder
Nik Cox,GCS,1.5,40.0,2,0.3,Midfielder
Nik Cox,GEE,2.1,36.3,3,0.37,Midfielder
Nik Cox,GWS,3.9,52.5,4,0.35,Midfielder
Nik Cox,HAW,2.0,42.3,3,0.0,Midfielder
Nik Cox,NTH,2.6,53.7,3,0.0,Midfielder
Nik Cox,PTA,2.0,63.0,2,0.0,Midfielder
Nik Cox,RIC,1.8,57.5,2,0.0,Midfielder
Nik Cox,STK,4.3,65.7,3,0.74,Midfielder
Nik Cox,SYD,4.5,50.3,4,0.8,Midfielder
Nik Cox,WBD,3.5,44.5,4,0.45,Midfielder
Nik Cox,WCE,4.9,54.5,4,0.82,Midfielder
Alec Waterman,MEL,1.0,53.0,1,0.0,Unknown
Alec Waterman,ADE,2.0,63.5,2,0.0,Unknown
Alec Waterman,BRL,1.0,41.0,1,0.0,Unknown
Alec Waterman,CAR,1.0,16.0,1,0.0,Unknown
Alec Waterman,COL,2.3,73.0,2,0.0,Unknown
Alec Waterman,FRE,1.0,48.0,1,0.0,Unknown
Alec Waterman,GCS,1.0,53.0,1,0.0,Unknown
Alec Waterman,GEE,1.0,38.0,1,0.0,Unknown
Alec Waterman,NTH,1.4,43.0,2,0.0,Unknown
Alec Waterman,PTA,1.0,50.0,1,0.0,Unknown
Alec Waterman,RIC,1.4,42.5,2,0.0,Unknown
Alec Waterman,STK,1.1,68.0,1,0.0,Unknown
Alec Waterman,SYD,1.1,35.0,2,0.0,Unknown
Alec Waterman,WBD,1.4,29.0,3,0.0,Unknown
Alec Waterman,WCE,1.0,58.0,1,0.0,Unknown
Patrick Ambrose,MEL,2.5,52.7,3,0.0,Unknown
Patrick Ambrose,ADE,1.9,59.5,2,0.0,Unknown
Patrick Ambrose,BRL,1.0,32.0,1,0.0,Unknown
Patrick Ambrose,CAR,2.2,45.3,3,0.0,Unknown
Patrick Ambrose,FRE,1.1,35.5,2,0.0,Unknown
Patrick Ambrose,GCS,1.0,46.0,1,0.0,Unknown
Patrick Ambrose,GEE,1.5,46.0,2,0.0,Unknown
Patrick Ambrose,GWS,1.0,33.0,1,0.0,Unknown
Patrick Ambrose,HAW,1.4,44.5,2,0.0,Unknown
Patrick Ambrose,NTH,1.0,27.0,1,0.0,Unknown
Patrick Ambrose,PTA,1.0,43.0,1,0.0,Unknown
Patrick Ambrose,RIC,1.1,35.0,2,0.0,Unknown
Patrick Ambrose,STK,1.0,53.0,1,0.0,Unknown
Patrick Ambrose,WBD,1.0,61.0,1,0.0,Unknown
Patrick Ambrose,WCE,2.0,62.0,2,0.0,Unknown
Brayden Ham,MEL,2.5,52.3,3,0.0,Unknown
Brayden Ham,ADE,1.5,32.0,3,0.0,Unknown
Brayden Ham,BRL,1.7,27.0,4,0.0,Unknown
Brayden Ham,CAR,1.1,34.5,2,0.0,Unknown
Brayden Ham,COL,2.5,53.0,3,0.0,Unknown
Brayden Ham,FRE,1.9,59.0,2,0.0,Unknown
Brayden Ham,GEE,1.1,34.5,2,0.0,Unknown
Brayden Ham,GWS,1.5,46.0,2,0.0,Unknown
Brayden Ham,HAW,2.5,39.0,4,0.0,Unknown
Brayden Ham,NTH,2.8,59.0,3,0.0,Unknown
Brayden Ham,PTA,1.7,53.5,2,0.0,Unknown
Brayden Ham,RIC,1.7,53.5,2,0.0,Unknown
Brayden Ham,STK,2.2,70.0,2,0.0,Unknown
Brayden Ham,SYD,1.0,29.0,2,0.0,Unknown
Brayden Ham,WBD,1.0,46.0,1,0.0,Unknown
Brayden Ham,WCE,1.0,53.0,1,0.0,Unknown
Mitch Brown,MEL,1.7,52.0,2,0.0,Unknown
Mitch Brown,ADE,1.0,54.0,1,0.0,Unknown
Mitch Brown,BRL,3.0,94.5,2,0.0,Unknown
Mitch Brown,FRE,3.6,75.7,3,0.0,Unknown
Mitch Brown,GCS,2.1,64.5,2,0.0,Unknown
Mitch Brown,GWS,1.0,59.0,1,0.0,Unknown
Mitch Brown,HAW,1.1,70.0,1,0.0,Unknown
Mitch Brown,NTH,2.8,88.0,2,0.0,Unknown
Mitch Brown,PTA,3.0,93.5,2,0.0,Unknown
Mitch Brown,RIC,1.1,71.0,1,0.0,Unknown
Mitch Brown,STK,1.0,52.0,1,0.0,Unknown
Mitch Brown,WBD,1.1,33.0,2,0.0,Unknown
Mitch Brown,WCE,1.0,30.0,1,0.0,Unknown
Mitch Brown,COL,1.0,33.0,1,0.0,Unknown
Mitch Brown,ESS,1.6,97.0,1,0.0,Unknown
Mitch Brown,SYD,1.5,45.5,2,0.0,Unknown
James Stewart,MEL,3.3,50.8,4,0.0,Unknown
James Stewart,ADE,3.3,69.7,3,0.0,Unknown
James Stewart,BRL,1.6,33.3,3,0.0,Unknown
James Stewart,CAR,1.6,33.7,3,0.0,Unknown
James Stewart,COL,1.0,61.0,1,0.0,Unknown
James Stewart,FRE,1.4,45.0,2,0.0,Unknown
James Stewart,GCS,1.8,56.0,2,0.0,Unknown
James Stewart,GEE,4.1,63.3,4,0.0,Unknown
James Stewart,GWS,2.8,44.5,4,0.0,Unknown
James Stewart,HAW,3.0,62.3,3,0.0,Unknown
James Stewart,NTH,3.1,64.0,3,0.0,Unknown
James Stewart,PTA,1.0,52.0,1,0.0,Unknown
James Stewart,RIC,1.3,41.5,2,0.0,Unknown
James Stewart,STK,1.6,51.5,2,0.0,Unknown
James Stewart,SYD,1.0,14.0,1,0.0,Unknown
James Stewart,WBD,2.5,53.0,3,0.0,Unknown
James Stewart,WCE,1.2,36.0,2,0.0,Unknown
Peter Wright,MEL,1.2,38.0,2,0.0,Forward
Peter Wright,ADE,1.5,94.0,1,0.0,Forward
Peter Wright,BRL,8.0,87.8,4,0.84,Forward
Peter Wright,CAR,2.3,71.5,2,0.0,Forward
Peter Wright,COL,2.4,50.0,3,0.0,Forward
Peter Wright,FRE,2.7,83.0,2,0.0,Forward
Peter Wright,GCS,6.8,64.8,5,0.63,Forward
Peter Wright,GEE,2.5,77.0,2,0.0,Forward
Peter Wright,GWS,1.3,82.0,1,0.0,Forward
Peter Wright,HAW,2.4,76.5,2,0.0,Forward
Peter Wright,NTH,10.0,93.7,6,0.56,Forward
Peter Wright,PTA,3.7,77.7,3,0.0,Forward
Peter Wright,RIC,6.6,73.6,5,0.23,Forward
Peter Wright,STK,2.0,63.5,2,0.0,Forward
Peter Wright,SYD,2.8,87.0,2,0.0,Forward
Peter Wright,WBD,2.0,63.5,2,0.0,Forward
Peter Wright,WCE,1.2,76.0,1,0.0,Forward
Peter Wright,ESS,2.0,62.0,2,0.0,Forward
Brandon Zerk-Thatcher,MEL,3.6,51.0,3,0.9,Defender
Brandon Zerk-Thatcher,ADE,2.9,44.7,3,0.7,Defender
Brandon Zerk-Thatcher,BRL,1.4,29.5,2,0.9,Defender
Brandon Zerk-Thatcher,CAR,3.7,45.5,4,0.52,Defender
Brandon Zerk-Thatcher,COL,1.0,48.0,1,0.0,Defender
Brandon Zerk-Thatcher,FRE,3.6,46.3,4,0.44,Defender
Brandon Zerk-Thatcher,GCS,2.3,49.0,2,0.92,Defender
Brandon Zerk-Thatcher,GEE,2.8,45.3,3,0.54,Defender
Brandon Zerk-Thatcher,GWS,1.9,45.0,2,0.69,Defender
Brandon Zerk-Thatcher,HAW,2.5,47.0,3,0.18,Defender
Brandon Zerk-Thatcher,NTH,1.0,52.0,1,0.0,Defender
Brandon Zerk-Thatcher,PTA,2.9,39.5,4,0.28,Defender
Brandon Zerk-Thatcher,RIC,2.3,49.5,2,0.94,Defender
Brandon Zerk-Thatcher,STK,3.6,76.0,2,0.95,Defender
Brandon Zerk-Thatcher,SYD,2.2,45.7,3,0.0,Defender
Brandon Zerk-Thatcher,WBD,1.2,77.0,1,0.0,Defender
Brandon Zerk-Thatcher,WCE,2.7,60.0,2,0.77,Defender
Brandon Zerk-Thatcher,ESS,1.0,51.0,1,0.0,Defender
Nick Hind,MEL,1.3,41.0,2,0.0,Unknown
Nick Hind,ADE,1.0,43.0,1,0.0,Unknown
Nick Hind,BRL,1.8,55.0,2,0.0,Unknown
Nick Hind,CAR,1.0,61.0,1,0.0,Unknown
Nick Hind,COL,1.0,22.0,1,0.0,Unknown
Nick Hind,FRE,1.1,67.0,1,0.0,Unknown
Nick Hind,GCS,1.6,49.5,2,0.0,Unknown
Nick Hind,GEE,1.0,27.0,1,0.0,Unknown
Nick Hind,GWS,8.4,78.2,5,0.68,Unknown
Nick Hind,HAW,4.2,88.0,3,0.0,Unknown
Nick Hind,NTH,1.0,39.0,1,0.0,Unknown
Nick Hind,PTA,1.0,50.0,1,0.0,Unknown
Nick Hind,RIC,7.7,78.2,5,0.45,Unknown
Nick Hind,STK,4.6,65.8,4,0.17,Unknown
Nick Hind,SYD,1.7,54.5,2,0.0,Unknown
Nick Hind,WBD,1.1,35.5,2,0.0,Unknown
Nick Hind,WCE,1.0,32.0,1,0.0,Unknown
Nick Hind,ESS,1.0,45.0,1,0.0,Unknown
Jobe Watson,MEL,1.0,48.0,1,0.0,Unknown
Jobe Watson,ADE,1.0,55.0,1,0.0,Unknown
Jobe Watson,BRL,1.6,125.0,1,0.0,Unknown
Jobe Watson,CAR,1.0,36.0,1,0.0,Unknown
Zac Clarke,MEL,1.0,47.0,1,0.0,Unknown
Zac Clarke,BRL,1.0,40.0,1,0.0,Unknown
Zac Clarke,FRE,1.0,65.0,1,0.0,Unknown
Zac Clarke,GCS,1.1,69.0,1,0.0,Unknown
Zac Clarke,NTH,1.4,86.0,1,0.0,Unknown
Zac Clarke,PTA,1.0,63.0,1,0.0,Unknown
Zac Clarke,WBD,1.1,66.0,1,0.0,Unknown
Zac Clarke,ADE,1.0,42.0,1,0.0,Unknown
Josh Green,MEL,1.0,45.0,1,0.0,Unknown
Josh Green,ADE,1.7,53.5,2,0.0,Unknown
Josh Green,BRL,1.4,44.0,2,0.0,Unknown
Josh Green,CAR,1.2,73.0,1,0.0,Unknown
Josh Green,FRE,1.0,65.0,1,0.0,Unknown
Josh Green,STK,1.0,53.0,1,0.0,Unknown
Josh Green,WBD,1.1,68.0,1,0.0,Unknown
Dylan Clarke,MEL,1.0,43.0,1,0.0,Unknown
Dylan Clarke,ADE,1.1,67.0,1,0.0,Unknown
Dylan Clarke,CAR,1.6,109.0,1,0.0,Unknown
Dylan Clarke,COL,1.0,55.0,1,0.0,Unknown
Dylan Clarke,GCS,2.6,54.0,3,0.0,Unknown
Dylan Clarke,GEE,1.5,45.5,2,0.0,Unknown
Dylan Clarke,GWS,1.1,69.0,1,0.0,Unknown
Dylan Clarke,HAW,1.6,51.0,2,0.0,Unknown
Dylan Clarke,NTH,1.3,81.0,1,0.0,Unknown
Dylan Clarke,PTA,1.7,52.0,2,0.0,Unknown
Dylan Clarke,RIC,1.0,46.0,1,0.0,Unknown
Dylan Clarke,STK,1.0,29.0,1,0.0,Unknown
Dylan Clarke,SYD,1.0,48.0,1,0.0,Unknown
Dylan Clarke,WBD,2.3,73.0,2,0.0,Unknown
Dylan Clarke,WCE,1.7,54.5,2,0.0,Unknown
Kobe Mutch,MEL,1.1,35.5,2,0.0,Unknown
Kobe Mutch,CAR,1.0,43.0,1,0.0,Unknown
Kobe Mutch,HAW,1.1,66.0,1,0.0,Unknown
Kobe Mutch,STK,1.0,36.0,1,0.0,Unknown
Tex Wanganeen,MEL,1.0,34.0,1,0.0,Unknown
Tex Wanganeen,ADE,1.0,21.0,1,0.0,Unknown
Tex Wanganeen,PTA,1.0,25.0,1,0.0,Unknown
Tex Wanganeen,RIC,1.0,8.0,1,0.0,Unknown
Nick Kommer,MEL,1.0,25.0,1,0.0,Unknown
Elijah Tsatas,ADE,1.4,42.5,2,0.0,Forward
Elijah Tsatas,BRL,1.0,19.0,1,0.0,Forward
Elijah Tsatas,CAR,1.0,18.0,1,0.0,Forward
Elijah Tsatas,COL,1.0,63.0,1,0.0,Forward
Elijah Tsatas,GCS,1.0,7.0,1,0.0,Forward
Elijah Tsatas,GWS,1.0,43.0,1,0.0,Forward
Elijah Tsatas,HAW,2.2,49.5,2,0.74,Forward
Elijah Tsatas,NTH,3.5,62.0,3,0.35,Forward
Elijah Tsatas,RIC,3.0,63.5,2,0.92,Forward
Elijah Tsatas,SYD,1.0,51.0,1,0.0,Forward
Elijah Tsatas,WCE,1.0,65.0,1,0.0,Forward
Thomas Edwards,ADE,1.0,58.0,1,0.0,Forward
Thomas Edwards,PTA,1.0,22.0,1,0.0,Forward
Mitchell Hibberd,ADE,1.3,81.0,1,0.0,Unknown
Mitchell Hibberd,COL,1.0,28.0,1,0.0,Unknown
Mitchell Hibberd,NTH,1.1,66.0,1,0.0,Unknown
Mitchell Hibberd,PTA,1.0,9.0,1,0.0,Unknown
Mitchell Hibberd,WBD,1.0,34.0,1,0.0,Unknown
Mitchell Hibberd,FRE,1.4,87.0,1,0.0,Unknown
Joshua Begley,ADE,1.0,60.0,1,0.0,Unknown
David Myers,ADE,1.0,55.0,1,0.0,Unknown
David Myers,BRL,2.6,80.5,2,0.0,Unknown
David Myers,CAR,2.5,79.0,2,0.0,Unknown
David Myers,FRE,1.0,50.0,1,0.0,Unknown
David Myers,GCS,1.6,98.0,1,0.0,Unknown
David Myers,GWS,1.0,55.0,1,0.0,Unknown
David Myers,HAW,2.0,64.0,2,0.0,Unknown
David Myers,NTH,1.0,59.0,1,0.0,Unknown
David Myers,PTA,1.0,59.0,1,0.0,Unknown
David Myers,RIC,1.0,61.0,1,0.0,Unknown
David Myers,STK,4.6,95.0,3,0.0,Unknown
David Myers,WBD,1.6,48.5,2,0.0,Unknown
Jacob Townsend,ADE,1.3,42.0,2,0.0,Unknown
Jacob Townsend,BRL,1.0,24.0,1,0.0,Unknown
Jacob Townsend,CAR,1.1,69.0,1,0.0,Unknown
Jacob Townsend,COL,1.0,49.0,1,0.0,Unknown
Jacob Townsend,FRE,3.1,97.5,2,0.0,Unknown
Jacob Townsend,GEE,1.0,43.0,1,0.0,Unknown
Jacob Townsend,GWS,1.0,11.0,1,0.0,Unknown
Jacob Townsend,NTH,1.0,57.0,1,0.0,Unknown
Jacob Townsend,PTA,1.0,31.0,1,0.0,Unknown
Jacob Townsend,STK,1.0,30.0,1,0.0,Unknown
Jacob Townsend,SYD,1.0,27.0,1,0.0,Unknown
Jacob Townsend,WBD,1.0,23.0,1,0.0,Unknown
Jacob Townsend,ESS,1.0,43.0,1,0.0,Unknown
Jacob Townsend,MEL,1.0,37.0,1,0.0,Unknown
Todd Goldstein,ADE,8.9,75.6,7,0.45,Ruck
Todd Goldstein,BRL,9.0,71.3,8,0.62,Ruck
Todd Goldstein,CAR,10.0,82.7,6,0.91,Ruck
Todd Goldstein,COL,10.0,75.3,8,0.82,Ruck
Todd Goldstein,GCS,9.4,76.4,7,0.57,Ruck
Todd Goldstein,GEE,9.4,66.5,6,0.96,Ruck
Todd Goldstein,GWS,10.0,88.6,8,0.55,Ruck
Todd Goldstein,HAW,10.0,84.3,6,0.63,Ruck
Todd Goldstein,NTH,2.2,47.0,2,0.91,Ruck
Todd Goldstein,PTA,10.0,91.0,8,0.48,Ruck
Todd Goldstein,RIC,8.8,74.0,7,0.48,Ruck
Todd Goldstein,STK,10.0,99.9,8,0.87,Ruck
Todd Goldstein,SYD,10.0,93.3,7,0.83,Ruck
Todd Goldstein,WBD,8.9,93.2,6,0.0,Ruck
Todd Goldstein,WCE,9.5,84.7,6,0.34,Ruck
Todd Goldstein,MEL,8.5,66.3,7,0.66,Ruck
Todd Goldstein,ESS,8.1,76.1,8,0.21,Ruck
Todd Goldstein,FRE,9.1,75.3,8,0.51,Ruck
Alwyn Davey Jnr,ADE,1.0,44.0,1,0.0,Forward
Alwyn Davey Jnr,BRL,1.0,11.0,1,0.0,Forward
Alwyn Davey Jnr,COL,1.5,31.0,2,0.94,Forward
Alwyn Davey Jnr,FRE,1.0,7.0,1,0.0,Forward
Alwyn Davey Jnr,GCS,2.0,43.5,2,0.84,Forward
Alwyn Davey Jnr,GWS,1.2,30.5,2,0.44,Forward
Alwyn Davey Jnr,HAW,1.0,58.0,1,0.0,Forward
Alwyn Davey Jnr,NTH,1.0,41.0,1,0.0,Forward
Alwyn Davey Jnr,PTA,1.0,34.0,1,0.0,Forward
Alwyn Davey Jnr,RIC,1.7,40.0,2,0.65,Forward
Alwyn Davey Jnr,STK,1.0,56.0,1,0.0,Forward
Alwyn Davey Jnr,SYD,1.0,17.0,2,0.0,Forward
Alwyn Davey Jnr,WBD,1.0,37.0,1,0.0,Forward
Alwyn Davey Jnr,WCE,1.0,11.5,2,0.57,Forward
Ned Cahill,ADE,1.0,30.0,1,0.0,Unknown
Ned Cahill,BRL,1.0,14.0,1,0.0,Unknown
Ned Cahill,HAW,1.0,26.0,2,0.0,Unknown
Ned Cahill,PTA,1.0,22.0,1,0.0,Unknown
Ned Cahill,WBD,1.0,31.0,1,0.0,Unknown
Sam Weideman,ADE,3.6,55.8,4,0.0,Unknown
Sam Weideman,BRL,1.0,14.0,1,0.0,Unknown
Sam Weideman,CAR,1.8,57.5,2,0.0,Unknown
Sam Weideman,COL,1.0,32.0,2,0.0,Unknown
Sam Weideman,FRE,2.3,28.3,4,0.58,Unknown
Sam Weideman,GEE,2.8,87.5,2,0.0,Unknown
Sam Weideman,GWS,2.2,46.3,3,0.0,Unknown
Sam Weideman,HAW,1.8,56.5,2,0.0,Unknown
Sam Weideman,NTH,1.0,18.0,1,0.0,Unknown
Sam Weideman,PTA,2.4,53.0,2,0.85,Unknown
Sam Weideman,RIC,2.3,47.0,3,0.0,Unknown
Sam Weideman,STK,2.1,43.3,3,0.0,Unknown
Sam Weideman,SYD,1.0,29.0,2,0.0,Unknown
Sam Weideman,WCE,1.0,50.0,1,0.0,Unknown
Sam Weideman,ESS,3.3,51.3,4,0.0,Unknown
Sam Weideman,GCS,1.0,31.0,2,0.0,Unknown
Angus Clarke,BRL,1.0,42.0,1,0.0,Defender
Angus Clarke,CAR,3.1,79.5,2,0.46,Defender
Angus Clarke,FRE,1.1,66.0,1,0.0,Defender
Angus Clarke,GCS,3.2,69.0,2,0.88,Defender
Angus Clarke,GEE,2.1,53.0,2,0.51,Defender
Angus Clarke,GWS,1.0,54.0,1,0.0,Defender
Angus Clarke,RIC,2.0,64.0,2,0.0,Defender
Angus Clarke,STK,1.6,98.0,1,0.0,Defender
Angus Clarke,SYD,1.0,38.0,1,0.0,Defender
Angus Clarke,WBD,1.0,42.0,1,0.0,Defender
Archer Day-Wicks,BRL,1.0,41.0,1,0.0,Forward
Archer Day-Wicks,CAR,1.0,25.0,1,0.0,Forward
Archer Day-Wicks,GEE,1.0,24.0,1,0.0,Forward
Archer Day-Wicks,SYD,1.0,27.0,1,0.0,Forward
Archer Day-Wicks,WBD,1.0,48.0,1,0.0,Forward
Zak Johnson,BRL,1.0,34.0,1,0.0,Defender
Zak Johnson,CAR,2.2,59.0,2,0.32,Defender
Zak Johnson,FRE,1.0,35.0,1,0.0,Defender
Zak Johnson,GCS,1.0,63.0,1,0.0,Defender
Zak Johnson,GEE,1.6,104.0,1,0.0,Defender
Zak Johnson,GWS,1.0,22.0,1,0.0,Defender
Zak Johnson,RIC,1.0,41.0,1,0.0,Defender
Zak Johnson,WBD,1.0,37.0,1,0.0,Defender
Kaine Baldwin,BRL,1.0,64.0,1,0.0,Unknown
Kaine Baldwin,COL,1.0,13.0,2,0.0,Unknown
Kaine Baldwin,GEE,1.0,28.0,1,0.0,Unknown
Kaine Baldwin,HAW,1.0,51.0,1,0.0,Unknown
Kaine Baldwin,NTH,1.0,40.0,1,0.0,Unknown
Kaine Baldwin,RIC,1.0,64.0,1,0.0,Unknown
Kaine Baldwin,WBD,1.0,34.0,1,0.0,Unknown
Massimo D'Ambrosio,BRL,3.2,62.3,3,0.12,Midfielder
Massimo D'Ambrosio,CAR,6.5,95.3,3,0.83,Midfielder
Massimo D'Ambrosio,GCS,2.5,57.0,2,0.72,Midfielder
Massimo D'Ambrosio,GEE,5.4,63.3,4,0.65,Midfielder
Massimo D'Ambrosio,NTH,3.6,73.0,3,0.06,Midfielder
Massimo D'Ambrosio,PTA,6.4,74.0,4,0.71,Midfielder
Massimo D'Ambrosio,RIC,6.5,105.7,3,0.7,Midfielder
Massimo D'Ambrosio,STK,3.2,77.0,2,0.64,Midfielder
Massimo D'Ambrosio,SYD,1.2,73.0,1,0.0,Midfielder
Massimo D'Ambrosio,WCE,3.4,72.5,2,0.93,Midfielder
Massimo D'Ambrosio,MEL,5.4,83.7,3,0.69,Midfielder
Massimo D'Ambrosio,ADE,6.8,66.8,5,0.54,Midfielder
Massimo D'Ambrosio,COL,6.4,80.3,4,0.49,Midfielder
Massimo D'Ambrosio,ESS,2.6,69.5,2,0.29,Midfielder
Massimo D'Ambrosio,FRE,1.5,47.5,2,0.01,Midfielder
